BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;15198958;830;485;1327;FALSE
FIELD;Artikelen;Artikelen;;;fld_gCode3;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;11645877;923;420;1320;EDIT
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;15198958;894;476;1320;FALSE
BUTTON;Artikelen;Artikelen;;;btn_save;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;0;604;195;1325;FALSE
LABEL;Artikelen;Artikelen;;;BTN_priceRate;;;;14673388;1217;638;1319;COMBOBOX
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;16777215;979;515;1324;FALSE
INPUT;Artikelen;Artikelen;;;onbekend;142;;;7253247;979;515;795;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;14606567;913;554;1321;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;15198958;638;435;1320;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;16777215;655;448;1314;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;15198958;636;432;1325;FALSE
FIELD;Artikelen;Artikelen;;;weight_index_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;9818609;674;467;1322;EDIT
FIELD;Artikelen;Artikelen;;;weight_index_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;679;442;1324;EDIT
INPUT;Artikelen;Artikelen;;;weight_index_req;2;;;16777215;679;442;769;FALSE
BUTTON;Artikelen;Artikelen;;;btn_save;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;14869738;587;201;1333;FALSE
BUTTON;Artikelen;Artikelen;;;onbekend;onbekend;;;14869738;934;560;1307;FALSE
SLUIT;261;240
